         4335 function calls in 2.059 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        5    0.000    0.000    0.000    0.000 {built-in method io.open}
        5    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        5    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        5    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
       15    0.000    0.000    0.000    0.000 {built-in method posix.close}
       10    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        5    0.002    0.000    0.002    0.000 {built-in method posix.read}
        5    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7fec89dc3840}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7fec89dc38c8}
        1    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        5    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       35    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       27    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       64    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        9    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        6    0.005    0.001    0.005    0.001 {method 'read' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       10    0.000    0.000    0.001    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.001    0.001    0.001    0.001 {method 'recv_into' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       13    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}


         6825 function calls (6819 primitive calls) in 2.094 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    2.094    2.094 <string>:1(<module>)
       11    0.000    0.000    0.000    0.000 <string>:12(__new__)
       11    0.000    0.000    0.000    0.000 __init__.py:271(loads)
       77    0.000    0.000    0.000    0.000 _policybase.py:277(_sanitize_header)
       88    0.000    0.000    0.000    0.000 _policybase.py:289(header_source_parse)
       77    0.000    0.000    0.000    0.000 _policybase.py:307(header_fetch_parse)
       64    0.000    0.000    0.001    0.000 client.py:1053(putheader)
       11    0.000    0.000    0.006    0.001 client.py:1081(endheaders)
       11    0.000    0.000    0.007    0.001 client.py:1096(request)
        1    0.000    0.000    0.000    0.000 client.py:1100(_set_content_length)
       11    0.000    0.000    0.007    0.001 client.py:1124(_send_request)
       11    0.000    0.000    0.000    0.000 client.py:1126(<listcomp>)
       11    0.000    0.000    0.022    0.002 client.py:1145(getresponse)
       11    0.000    0.000    0.004    0.000 client.py:194(parse_headers)
       11    0.000    0.000    0.000    0.000 client.py:227(__init__)
       11    0.000    0.000    0.018    0.002 client.py:257(_read_status)
       11    0.000    0.000    0.022    0.002 client.py:290(begin)
       11    0.000    0.000    0.000    0.000 client.py:370(_check_close)
       11    0.000    0.000    0.000    0.000 client.py:400(_close_conn)
       11    0.000    0.000    0.000    0.000 client.py:405(close)
       11    0.000    0.000    0.000    0.000 client.py:417(flush)
       11    0.000    0.000    0.001    0.000 client.py:437(read)
       11    0.000    0.000    0.000    0.000 client.py:591(_safe_read)
       11    0.000    0.000    0.000    0.000 client.py:722(info)
       11    0.000    0.000    0.000    0.000 client.py:741(__init__)
       11    0.000    0.000    0.000    0.000 client.py:784(_get_hostport)
       11    0.000    0.000    0.003    0.000 client.py:838(connect)
       11    0.000    0.000    0.000    0.000 client.py:847(close)
       21    0.000    0.000    0.006    0.000 client.py:861(send)
       75    0.000    0.000    0.000    0.000 client.py:909(_output)
       11    0.000    0.000    0.006    0.001 client.py:916(_send_output)
       11    0.000    0.000    0.000    0.000 client.py:930(putrequest)
       11    0.000    0.000    0.000    0.000 decoder.py:334(decode)
       11    0.000    0.000    0.000    0.000 decoder.py:345(raw_decode)
       22    0.000    0.000    0.000    0.000 enum.py:209(__call__)
       22    0.000    0.000    0.000    0.000 enum.py:453(__new__)
       11    0.000    0.000    0.033    0.003 etcdlib.py:17(dorequest)
        1    0.000    0.000    0.001    0.001 etcdlib.py:81(getkey)
       10    0.000    0.000    0.032    0.003 etcdlib.py:89(setkey)
       22    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
       22    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
      121    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
       11    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       11    0.000    0.000    0.000    0.000 feedparser.py:148(<lambda>)
       11    0.000    0.000    0.002    0.000 feedparser.py:175(feed)
       22    0.000    0.000    0.002    0.000 feedparser.py:180(_call_parse)
       11    0.000    0.000    0.001    0.000 feedparser.py:186(close)
       11    0.000    0.000    0.000    0.000 feedparser.py:199(_new_message)
       11    0.000    0.000    0.000    0.000 feedparser.py:209(_pop_message)
       22    0.000    0.000    0.002    0.000 feedparser.py:217(_parsegen)
       11    0.000    0.000    0.001    0.000 feedparser.py:470(_parse_headers)
       11    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
       11    0.000    0.000    0.000    0.000 feedparser.py:69(close)
      121    0.000    0.000    0.000    0.000 feedparser.py:75(readline)
       11    0.000    0.000    0.000    0.000 feedparser.py:98(push)
       11    0.000    0.000    0.000    0.000 idna.py:147(encode)
       22    0.000    0.000    0.000    0.000 message.py:121(__init__)
       44    0.000    0.000    0.000    0.000 message.py:30(_splitparam)
       11    0.000    0.000    0.000    0.000 message.py:304(set_payload)
       99    0.000    0.000    0.001    0.000 message.py:463(get)
       88    0.000    0.000    0.000    0.000 message.py:480(set_raw)
       44    0.000    0.000    0.001    0.000 message.py:565(get_content_type)
       33    0.000    0.000    0.001    0.000 message.py:589(get_content_maintype)
        1    0.000    0.000    0.018    0.018 monitor.py:23(list_container)
        1    0.000    0.000    0.064    0.064 monitor.py:29(collect_containerinfo)
        1    0.000    0.000    2.094    2.094 monitor.py:75(run)
        2    0.000    0.000    0.000    0.000 os.py:817(fsencode)
       22    0.000    0.000    0.000    0.000 parse.py:100(_coerce_args)
       11    0.000    0.000    0.000    0.000 parse.py:288(urlparse)
       10    0.000    0.000    0.000    0.000 parse.py:313(_splitnetloc)
       11    0.000    0.000    0.000    0.000 parse.py:321(urlsplit)
       11    0.000    0.000    0.000    0.000 parse.py:527(unquote)
       11    0.000    0.000    0.000    0.000 parse.py:846(unwrap)
       11    0.000    0.000    0.000    0.000 parse.py:855(splittype)
       11    0.000    0.000    0.000    0.000 parse.py:868(splithost)
       22    0.000    0.000    0.000    0.000 parse.py:89(_noop)
       11    0.000    0.000    0.000    0.000 parse.py:930(splittag)
       11    0.000    0.000    0.000    0.000 parser.py:18(__init__)
       11    0.000    0.000    0.003    0.000 parser.py:42(parse)
       11    0.000    0.000    0.003    0.000 parser.py:60(parsestr)
        2    0.000    0.000    0.000    0.000 posixpath.py:145(dirname)
        2    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
       16    0.000    0.000    0.001    0.000 re.py:195(split)
       16    0.000    0.000    0.001    0.000 re.py:278(_compile)
       11    0.000    0.000    0.000    0.000 request.py:1160(do_request_)
       11    0.000    0.000    0.030    0.003 request.py:1200(do_open)
       11    0.000    0.000    0.000    0.000 request.py:1213(<genexpr>)
       64    0.000    0.000    0.000    0.000 request.py:1226(<genexpr>)
       11    0.000    0.000    0.030    0.003 request.py:1267(http_open)
       11    0.000    0.000    0.030    0.003 request.py:139(urlopen)
       11    0.000    0.000    0.001    0.000 request.py:247(request_host)
       11    0.000    0.000    0.002    0.000 request.py:265(__init__)
       33    0.000    0.000    0.000    0.000 request.py:283(full_url)
       11    0.000    0.000    0.001    0.000 request.py:289(full_url)
       43    0.000    0.000    0.000    0.000 request.py:302(data)
       11    0.000    0.000    0.000    0.000 request.py:306(data)
       11    0.000    0.000    0.000    0.000 request.py:320(_parse)
       11    0.000    0.000    0.000    0.000 request.py:328(get_method)
       11    0.000    0.000    0.000    0.000 request.py:333(get_full_url)
       11    0.000    0.000    0.000    0.000 request.py:344(has_proxy)
       42    0.000    0.000    0.000    0.000 request.py:351(add_unredirected_header)
       52    0.000    0.000    0.000    0.000 request.py:355(has_header)
       22    0.000    0.000    0.030    0.001 request.py:436(_call_chain)
       11    0.000    0.000    0.030    0.003 request.py:447(open)
       11    0.000    0.000    0.030    0.003 request.py:475(_open)
       11    0.000    0.000    0.000    0.000 request.py:574(http_response)
       11    0.000    0.000    0.000    0.000 socket.py:129(__init__)
       11    0.000    0.000    0.000    0.000 socket.py:208(makefile)
       11    0.000    0.000    0.000    0.000 socket.py:393(_decref_socketios)
       11    0.000    0.000    0.000    0.000 socket.py:399(_real_close)
       22    0.000    0.000    0.000    0.000 socket.py:403(close)
       11    0.000    0.000    0.000    0.000 socket.py:549(__init__)
       11    0.000    0.000    0.017    0.002 socket.py:561(readinto)
       22    0.000    0.000    0.000    0.000 socket.py:600(readable)
       11    0.000    0.000    0.000    0.000 socket.py:638(close)
       11    0.000    0.000    0.003    0.000 socket.py:677(create_connection)
       11    0.000    0.000    0.001    0.000 socket.py:715(getaddrinfo)
       22    0.000    0.000    0.000    0.000 socket.py:87(_intenum_converter)
        1    0.000    0.000    0.000    0.000 sre_compile.py:221(_compile_charset)
        1    0.000    0.000    0.000    0.000 sre_compile.py:248(_optimize_charset)
        2    0.000    0.000    0.000    0.000 sre_compile.py:386(_simple)
        1    0.000    0.000    0.000    0.000 sre_compile.py:391(_generate_overlap_table)
        3    0.000    0.000    0.000    0.000 sre_compile.py:412(_compile_info)
        6    0.000    0.000    0.000    0.000 sre_compile.py:513(isstring)
        3    0.000    0.000    0.000    0.000 sre_compile.py:516(_code)
        3    0.000    0.000    0.001    0.000 sre_compile.py:531(compile)
      5/3    0.000    0.000    0.000    0.000 sre_compile.py:64(_compile)
        5    0.000    0.000    0.000    0.000 sre_parse.py:105(__init__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:153(__len__)
       12    0.000    0.000    0.000    0.000 sre_parse.py:157(__getitem__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:165(append)
      7/5    0.000    0.000    0.000    0.000 sre_parse.py:167(getwidth)
        3    0.000    0.000    0.000    0.000 sre_parse.py:217(__init__)
        8    0.000    0.000    0.000    0.000 sre_parse.py:226(__next)
        5    0.000    0.000    0.000    0.000 sre_parse.py:242(match)
        5    0.000    0.000    0.000    0.000 sre_parse.py:247(get)
        5    0.000    0.000    0.000    0.000 sre_parse.py:276(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:362(_escape)
        3    0.000    0.000    0.000    0.000 sre_parse.py:429(_parse_sub)
        3    0.000    0.000    0.000    0.000 sre_parse.py:491(_parse)
        3    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:75(groups)
        3    0.000    0.000    0.000    0.000 sre_parse.py:797(fix_flags)
        3    0.000    0.000    0.000    0.000 sre_parse.py:819(parse)
        2    0.000    0.000    0.048    0.024 subprocess.py:1025(communicate)
        2    0.000    0.000    0.000    0.000 subprocess.py:1074(poll)
        2    0.000    0.000    0.000    0.000 subprocess.py:1367(_get_handles)
        2    0.000    0.000    0.008    0.004 subprocess.py:1418(_execute_child)
        2    0.000    0.000    0.000    0.000 subprocess.py:1545(_handle_exitstatus)
        4    0.000    0.000    0.000    0.000 subprocess.py:1560(_internal_poll)
        2    0.000    0.000    0.000    0.000 subprocess.py:1595(_try_wait)
        4    0.000    0.000    0.000    0.000 subprocess.py:1608(wait)
        2    0.000    0.000    0.000    0.000 subprocess.py:503(_cleanup)
        2    0.000    0.000    0.057    0.028 subprocess.py:585(check_output)
        2    0.000    0.000    0.000    0.000 subprocess.py:640(__init__)
        2    0.000    0.000    0.057    0.028 subprocess.py:662(run)
        2    0.000    0.000    0.008    0.004 subprocess.py:834(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:979(__enter__)
        2    0.000    0.000    0.000    0.000 subprocess.py:982(__exit__)
        2    0.000    0.000    0.000    0.000 subprocess.py:994(__del__)
       77    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
       21    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0xa1b980}
        2    0.001    0.000    0.001    0.000 {built-in method _posixsubprocess.fork_exec}
       11    0.001    0.000    0.001    0.000 {built-in method _socket.getaddrinfo}
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    2.094    2.094 {built-in method builtins.exec}
       46    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      160    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
      179    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
  331/329    0.000    0.000    0.000    0.000 {built-in method builtins.len}
       34    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       11    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        6    0.000    0.000    0.000    0.000 {built-in method posix.close}
        4    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.007    0.003    0.007    0.003 {built-in method posix.read}
        2    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    2.003    2.003    2.003    2.003 {built-in method time.sleep}
       11    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7fec89dc3840}
       11    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7fec89dc38c8}
       11    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       11    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      431    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       53    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       15    0.000    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
       11    0.002    0.000    0.002    0.000 {method 'connect' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       44    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      239    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
       22    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       13    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      128    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       64    0.000    0.000    0.000    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
       56    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       22    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
       47    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       97    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
      110    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      712    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      154    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       44    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       99    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       13    0.048    0.004    0.048    0.004 {method 'read' of '_io.BufferedReader' objects}
       22    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      110    0.000    0.000    0.018    0.000 {method 'readline' of '_io.BufferedReader' objects}
       11    0.017    0.002    0.017    0.002 {method 'recv_into' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
       22    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       88    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       64    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       21    0.003    0.000    0.003    0.000 {method 'sendall' of '_socket.socket' objects}
       11    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       11    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       16    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
       11    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      132    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      121    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       81    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
       53    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}


